Mat.x,Inns.x,NO,Runs.x,HS,Avg.x,BF,SR.x,X100,X50,X4s,X6s,Mat.y,Inns.y,Ov,Runs.y,Wkts,Avg.y,Econ,SR.y,X4w,X5w
0.4464337107062008,0.5430082203844604,-0.1545169810688473,0.009404653250997576,0.40182298932998867,-0.01729977216671917,0.041334735437740106,0.6083036590142002,-0.15948551640768718,-0.4878273068087211,-0.32691790173102586,0.21947766181263703,-0.9940538829721801,-0.9294375583927259,-0.8526768133343186,-0.8930647512464901,-0.7833456817697204,-0.9353756739124267,-1.3159814935654166,-0.977045658150882,-0.18108782563899256,-0.0836242010007091
0.7755059819999468,0.9067092766607032,0.4592588048435185,1.9811141174580194,1.7781268809273152,2.137320947304188,1.496189523524162,1.2115521687323398,-0.15948551640768718,3.656289814398038,1.6484029411226375,2.721204922908855,-0.9940538829721801,-0.9294375583927259,-0.8526768133343186,-0.8930647512464901,-0.7833456817697204,-0.9353756739124267,-1.3159814935654166,-0.977045658150882,-0.18108782563899256,-0.0836242010007091
-0.70531923882191,-0.5480949484442681,0.4592588048435185,-0.39519468767009647,0.40182298932998867,2.7068994699199256,-0.5156668120010613,1.4549943398963452,-0.15948551640768718,-0.4878273068087211,-0.5064925238086316,-0.12166696470048358,-0.9940538829721801,-0.9294375583927259,-0.8526768133343186,-0.8930647512464901,-0.7833456817697204,-0.9353756739124267,-1.3159814935654166,-0.977045658150882,-0.18108782563899256,-0.0836242010007091
1.2691143889405658,1.4522608610750676,-0.1545169810688473,1.3542700681436484,0.9961360334288342,0.6724380251270021,1.8121008489372135,0.3733432749873273,-0.15948551640768718,0.20285888005907218,1.6484029411226375,-0.12166696470048358,-0.9940538829721801,-0.9294375583927259,-0.8526768133343186,-0.8930647512464901,-0.7833456817697204,-0.9353756739124267,-1.3159814935654166,-0.977045658150882,-0.18108782563899256,-0.0836242010007091
-0.2117108318812911,-0.002543364029903831,-0.7682927669812131,0.08918480498191753,0.37054335543004946,0.44861192523663995,0.1909769422123435,0.48063044210789446,-0.15948551640768718,-0.4878273068087211,0.09208954978338756,-0.007952089196110046,-0.9940538829721801,-0.9294375583927259,-0.8526768133343186,-0.8930647512464901,-0.7833456817697204,-0.9353756739124267,-1.3159814935654166,-0.977045658150882,-0.18108782563899256,-0.0836242010007091
1.4336505245874387,1.8159619173513106,0.4592588048435185,2.6763411539703217,2.090923219926707,1.528867365233809,2.551998426878308,0.8426688299086428,4.4018002528521665,1.5842312537946588,2.486417844151464,3.176064424926349,-0.9940538829721801,-0.9294375583927259,-0.8526768133343186,-0.8930647512464901,-0.7833456817697204,-0.9353756739124267,-1.3159814935654166,-0.977045658150882,-0.18108782563899256,-0.0836242010007091
1.4336505245874387,1.4522608610750676,1.0730345907558843,1.046546625752957,1.7155676131274367,0.6877524424879216,0.6315901066042312,1.364075533917612,-0.15948551640768718,0.20285888005907218,0.33152237922019523,2.834919798413228,1.8418504614671567,1.8549808253396725,1.1398625850905042,1.4171896360867788,1.4164120560096,0.35553541042874737,0.6884455328915192,0.32203629683887175,-0.18108782563899256,-0.0836242010007091
1.1045782532936927,0.36115769224633903,0.4592588048435185,-0.5718507379314193,-0.5991252954680669,-0.6899561039424917,-0.47409953234144936,-0.13258788757845344,-0.15948551640768718,-0.4878273068087211,-0.5663507311678335,-0.5765264667179777,1.4873624184122396,1.6693529330908459,2.1228486883134168,2.0224112079797196,3.277745526438256,-0.05301666901109676,0.3935511516004134,0.06460081205854247,9.529746824251983,-0.0836242010007091
0.28189757505932783,0.36115769224633903,0.4592588048435185,-0.2983187891396937,-0.4427271259683707,-0.21874326206804512,-0.2163823984518546,0.3395649297219061,-0.15948551640768718,-0.4878273068087211,-0.5064925238086316,-0.2353818402048571,0.6011423107749468,0.5555855795978866,0.5288171695735585,0.5256266753412638,-0.2757092807437233,2.500433827487929,0.4747539522457905,2.891926945484123,-0.18108782563899256,-0.0836242010007091
0.28189757505932783,-0.002543364029903831,0.4592588048435185,-0.20714147287578516,0.12030628423053555,0.4097368657819981,-0.3078304137030011,1.0771828040861928,-0.15948551640768718,-0.4878273068087211,-0.3867761090902278,0.21947766181263703,0.6011423107749468,0.36995768734906,0.05060771395160107,0.20023873346333862,-0.44492141441905564,3.0366584317527243,0.7952913232143836,2.8175236261834504,-0.18108782563899256,-0.0836242010007091
